time,ad_x,ad_y,ad_z
1.3980000E+03,-2.7645705E-06,4.1056345E-10,0.0000000E+00
1.3990000E+03,-2.7645721E-06,4.1057092E-10,0.0000000E+00
1.4000000E+03,-2.7645736E-06,4.1057841E-10,0.0000000E+00
1.4010000E+03,-2.7645752E-06,4.1058591E-10,0.0000000E+00
1.4020000E+03,-2.7645767E-06,4.1059341E-10,0.0000000E+00
1.4030000E+03,-2.7645783E-06,4.1060093E-10,0.0000000E+00
1.4040000E+03,-2.7645798E-06,4.1060846E-10,0.0000000E+00
1.4050000E+03,-2.7645814E-06,4.1061600E-10,0.0000000E+00
1.4060000E+03,-2.7645829E-06,4.1062355E-10,0.0000000E+00
1.4070000E+03,-2.7645845E-06,4.1063111E-10,0.0000000E+00
1.4080000E+03,-2.7645860E-06,4.1063869E-10,0.0000000E+00
1.4090000E+03,-2.7645876E-06,4.1064627E-10,0.0000000E+00
1.4100000E+03,-2.7645891E-06,4.1065386E-10,0.0000000E+00
1.4110000E+03,-2.7645907E-06,4.1066147E-10,0.0000000E+00
1.4120000E+03,-2.7645923E-06,4.1066908E-10,0.0000000E+00
1.4130000E+03,-2.7645938E-06,4.1067671E-10,0.0000000E+00
1.4140000E+03,-2.7645954E-06,4.1068435E-10,0.0000000E+00
1.4150000E+03,-2.7645969E-06,4.1069199E-10,0.0000000E+00
1.4160000E+03,-2.7645985E-06,4.1069965E-10,0.0000000E+00
1.4170000E+03,-2.7646000E-06,4.1070732E-10,0.0000000E+00
1.4180000E+03,-2.7646016E-06,4.1071500E-10,0.0000000E+00
1.4190000E+03,-2.7646031E-06,4.1072269E-10,0.0000000E+00
1.4200000E+03,-2.7646047E-06,4.1073039E-10,0.0000000E+00
1.4210000E+03,-2.7646062E-06,4.1073811E-10,0.0000000E+00
1.4220000E+03,-2.7646078E-06,4.1074583E-10,0.0000000E+00
1.4230000E+03,-2.7646093E-06,4.1075356E-10,0.0000000E+00
1.4240000E+03,-2.7646109E-06,4.1076131E-10,0.0000000E+00
1.4250000E+03,-2.7646124E-06,4.1076907E-10,0.0000000E+00
1.4260000E+03,-2.7646140E-06,4.1077683E-10,0.0000000E+00
1.4270000E+03,-2.7646155E-06,4.1078461E-10,0.0000000E+00
1.4280000E+03,-2.7646171E-06,4.1079240E-10,0.0000000E+00
1.4290000E+03,-2.7646187E-06,4.1080020E-10,0.0000000E+00
1.4300000E+03,-2.7646202E-06,4.1080801E-10,0.0000000E+00
1.4310000E+03,-2.7646218E-06,4.1081583E-10,0.0000000E+00
1.4320000E+03,-2.7646233E-06,4.1082366E-10,0.0000000E+00
1.4330000E+03,-2.7646249E-06,4.1083151E-10,0.0000000E+00
1.4340000E+03,-2.7646264E-06,4.1083936E-10,0.0000000E+00
1.4350000E+03,-2.7646280E-06,4.1084723E-10,0.0000000E+00
1.4360000E+03,-2.7646295E-06,4.1085510E-10,0.0000000E+00
1.4370000E+03,-2.7646311E-06,4.1086299E-10,0.0000000E+00
1.4380000E+03,-2.7646326E-06,4.1087089E-10,0.0000000E+00
1.4390000E+03,-2.7646342E-06,4.1087880E-10,0.0000000E+00
1.4400000E+03,-2.7646357E-06,4.1088672E-10,0.0000000E+00
1.4410000E+03,-2.7646373E-06,4.1089465E-10,0.0000000E+00
1.4420000E+03,-2.7646388E-06,4.1090259E-10,0.0000000E+00
1.4430000E+03,-2.7646404E-06,4.1091055E-10,0.0000000E+00
1.4440000E+03,-2.7646419E-06,4.1091851E-10,0.0000000E+00
1.4450000E+03,-2.7646435E-06,4.1092649E-10,0.0000000E+00
1.4460000E+03,-2.7646450E-06,4.1093447E-10,0.0000000E+00
1.4470000E+03,-2.7646466E-06,4.1094247E-10,0.0000000E+00
1.4480000E+03,-2.7646482E-06,4.1095048E-10,0.0000000E+00
1.4490000E+03,-2.7646497E-06,4.1095850E-10,0.0000000E+00
1.4500000E+03,-2.7646513E-06,4.1096653E-10,0.0000000E+00
1.4510000E+03,-2.7646528E-06,4.1097457E-10,0.0000000E+00
1.4520000E+03,-2.7646544E-06,4.1098263E-10,0.0000000E+00
1.4530000E+03,-2.7646559E-06,4.1099069E-10,0.0000000E+00
1.4540000E+03,-2.7646575E-06,4.1099876E-10,0.0000000E+00
1.4550000E+03,-2.7646590E-06,4.1100685E-10,0.0000000E+00
1.4560000E+03,-2.7646606E-06,4.1101495E-10,0.0000000E+00
1.4570000E+03,-2.7646621E-06,4.1102306E-10,0.0000000E+00
1.4580000E+03,-2.7646637E-06,4.1103118E-10,0.0000000E+00
1.4590000E+03,-2.7646652E-06,4.1103931E-10,0.0000000E+00
1.4600000E+03,-2.7646668E-06,4.1104745E-10,0.0000000E+00
1.4610000E+03,-2.7646683E-06,4.1105560E-10,0.0000000E+00
1.4620000E+03,-2.7646699E-06,4.1106377E-10,0.0000000E+00
1.4630000E+03,-2.7646714E-06,4.1107194E-10,0.0000000E+00
1.4640000E+03,-2.7646730E-06,4.1108013E-10,0.0000000E+00
1.4650000E+03,-2.7646745E-06,4.1108833E-10,0.0000000E+00
1.4660000E+03,-2.7646761E-06,4.1109654E-10,0.0000000E+00
1.4670000E+03,-2.7646776E-06,4.1110476E-10,0.0000000E+00
1.4680000E+03,-2.7646792E-06,4.1111299E-10,0.0000000E+00
1.4690000E+03,-2.7646807E-06,4.1112123E-10,0.0000000E+00
1.4700000E+03,-2.7646823E-06,4.1112948E-10,0.0000000E+00
1.4710000E+03,-2.7646838E-06,4.1113775E-10,0.0000000E+00
1.4720000E+03,-2.7646854E-06,4.1114602E-10,0.0000000E+00
1.4730000E+03,-2.7646870E-06,4.1115431E-10,0.0000000E+00
1.4740000E+03,-2.7646885E-06,4.1116261E-10,0.0000000E+00
1.4750000E+03,-2.7646901E-06,4.1117092E-10,0.0000000E+00
1.4760000E+03,-2.7646916E-06,4.1117924E-10,0.0000000E+00
1.4770000E+03,-2.7646932E-06,4.1118758E-10,0.0000000E+00
1.4780000E+03,-2.7646947E-06,4.1119592E-10,0.0000000E+00
1.4790000E+03,-2.7646963E-06,4.1120427E-10,0.0000000E+00
1.4800000E+03,-2.7646978E-06,4.1121264E-10,0.0000000E+00
1.4810000E+03,-2.7646994E-06,4.1122102E-10,0.0000000E+00
1.4820000E+03,-2.7647009E-06,4.1122941E-10,0.0000000E+00
1.4830000E+03,-2.7647025E-06,4.1123781E-10,0.0000000E+00
1.4840000E+03,-2.7647040E-06,4.1124622E-10,0.0000000E+00
1.4850000E+03,-2.7647056E-06,4.1125464E-10,0.0000000E+00
1.4860000E+03,-2.7647071E-06,4.1126308E-10,0.0000000E+00
1.4870000E+03,-2.7647087E-06,4.1127152E-10,0.0000000E+00
1.4880000E+03,-2.7647102E-06,4.1127998E-10,0.0000000E+00
1.4890000E+03,-2.7647118E-06,4.1128845E-10,0.0000000E+00
1.4900000E+03,-2.7647133E-06,4.1129693E-10,0.0000000E+00
1.4910000E+03,-2.7647149E-06,4.1130542E-10,0.0000000E+00
1.4920000E+03,-2.7647164E-06,4.1131393E-10,0.0000000E+00
1.4930000E+03,-2.7647180E-06,4.1132244E-10,0.0000000E+00
1.4940000E+03,-2.7647195E-06,4.1133096E-10,0.0000000E+00
1.4950000E+03,-2.7647211E-06,4.1133950E-10,0.0000000E+00
1.4960000E+03,-2.7647226E-06,4.1134805E-10,0.0000000E+00
1.4970000E+03,-2.7647242E-06,4.1135661E-10,0.0000000E+00
1.4980000E+03,-2.7647257E-06,4.1136518E-10,0.0000000E+00
1.4990000E+03,-2.7647273E-06,4.1137376E-10,0.0000000E+00
1.5000000E+03,-2.7647288E-06,4.1138236E-10,0.0000000E+00
1.5010000E+03,-2.7647304E-06,4.1139096E-10,0.0000000E+00
1.5020000E+03,-2.7647319E-06,4.1139958E-10,0.0000000E+00
1.5030000E+03,-2.7647335E-06,4.1140821E-10,0.0000000E+00
1.5040000E+03,-2.7647350E-06,4.1141685E-10,0.0000000E+00
1.5050000E+03,-2.7647366E-06,4.1142550E-10,0.0000000E+00
1.5060000E+03,-2.7647381E-06,4.1143417E-10,0.0000000E+00
1.5070000E+03,-2.7647397E-06,4.1144284E-10,0.0000000E+00
1.5080000E+03,-2.7647413E-06,4.1145153E-10,0.0000000E+00
1.5090000E+03,-2.7647428E-06,4.1146022E-10,0.0000000E+00
1.5100000E+03,-2.7647444E-06,4.1146893E-10,0.0000000E+00
1.5110000E+03,-2.7647459E-06,4.1147765E-10,0.0000000E+00
1.5120000E+03,-2.7647475E-06,4.1148639E-10,0.0000000E+00
1.5130000E+03,-2.7647490E-06,4.1149513E-10,0.0000000E+00
1.5140000E+03,-2.7647506E-06,4.1150389E-10,0.0000000E+00
1.5150000E+03,-2.7647521E-06,4.1151265E-10,0.0000000E+00
1.5160000E+03,-2.7647537E-06,4.1152143E-10,0.0000000E+00
1.5170000E+03,-2.7647552E-06,4.1153022E-10,0.0000000E+00
1.5180000E+03,-2.7647568E-06,4.1153902E-10,0.0000000E+00
1.5190000E+03,-2.7647583E-06,4.1154784E-10,0.0000000E+00
1.5200000E+03,-2.7647599E-06,4.1155666E-10,0.0000000E+00
1.5210000E+03,-2.7647614E-06,4.1156550E-10,0.0000000E+00
1.5220000E+03,-2.7647630E-06,4.1157435E-10,0.0000000E+00
1.5230000E+03,-2.7647645E-06,4.1158321E-10,0.0000000E+00
1.5240000E+03,-2.7647661E-06,4.1159208E-10,0.0000000E+00
1.5250000E+03,-2.7647676E-06,4.1160096E-10,0.0000000E+00
1.5260000E+03,-2.7647692E-06,4.1160986E-10,0.0000000E+00
1.5270000E+03,-2.7647707E-06,4.1161876E-10,0.0000000E+00
1.5280000E+03,-2.7647723E-06,4.1162768E-10,0.0000000E+00
1.5290000E+03,-2.7647738E-06,4.1163661E-10,0.0000000E+00
1.5300000E+03,-2.7647754E-06,4.1164555E-10,0.0000000E+00
1.5310000E+03,-2.7647769E-06,4.1165451E-10,0.0000000E+00
1.5320000E+03,-2.7647785E-06,4.1166347E-10,0.0000000E+00
1.5330000E+03,-2.7647800E-06,4.1167245E-10,0.0000000E+00
1.5340000E+03,-2.7647816E-06,4.1168144E-10,0.0000000E+00
1.5350000E+03,-2.7647831E-06,4.1169044E-10,0.0000000E+00
1.5360000E+03,-2.7647847E-06,4.1169945E-10,0.0000000E+00
1.5370000E+03,-2.7647862E-06,4.1170847E-10,0.0000000E+00
1.5380000E+03,-2.7647878E-06,4.1171751E-10,0.0000000E+00
1.5390000E+03,-2.7647893E-06,4.1172655E-10,0.0000000E+00
1.5400000E+03,-2.7647909E-06,4.1173561E-10,0.0000000E+00
1.5410000E+03,-2.7647924E-06,4.1174468E-10,0.0000000E+00
1.5420000E+03,-2.7647940E-06,4.1175377E-10,0.0000000E+00
1.5430000E+03,-2.7647955E-06,4.1176286E-10,0.0000000E+00
1.5440000E+03,-2.7647971E-06,4.1177197E-10,0.0000000E+00
1.5450000E+03,-2.7647986E-06,4.1178108E-10,0.0000000E+00
1.5460000E+03,-2.7648002E-06,4.1179021E-10,0.0000000E+00
1.5470000E+03,-2.7648017E-06,4.1179936E-10,0.0000000E+00
1.5480000E+03,-2.7648033E-06,4.1180851E-10,0.0000000E+00
1.5490000E+03,-2.7648048E-06,4.1181767E-10,0.0000000E+00
1.5500000E+03,-2.7648064E-06,4.1182685E-10,0.0000000E+00
1.5510000E+03,-2.7648079E-06,4.1183604E-10,0.0000000E+00
1.5520000E+03,-2.7648095E-06,4.1184524E-10,0.0000000E+00
1.5530000E+03,-2.7648110E-06,4.1185445E-10,0.0000000E+00
1.5540000E+03,-2.7648126E-06,4.1186368E-10,0.0000000E+00
1.5550000E+03,-2.7648141E-06,4.1187291E-10,0.0000000E+00
1.5560000E+03,-2.7648157E-06,4.1188216E-10,0.0000000E+00
1.5570000E+03,-2.7648172E-06,4.1189142E-10,0.0000000E+00
1.5580000E+03,-2.7648188E-06,4.1190069E-10,0.0000000E+00
1.5590000E+03,-2.7648203E-06,4.1190998E-10,0.0000000E+00
1.5600000E+03,-2.7648219E-06,4.1191927E-10,0.0000000E+00
1.5610000E+03,-2.7648234E-06,4.1192858E-10,0.0000000E+00
1.5620000E+03,-2.7648250E-06,4.1193790E-10,0.0000000E+00
1.5630000E+03,-2.7648265E-06,4.1194723E-10,0.0000000E+00
1.5640000E+03,-2.7648281E-06,4.1195657E-10,0.0000000E+00
1.5650000E+03,-2.7648296E-06,4.1196593E-10,0.0000000E+00
1.5660000E+03,-2.7648312E-06,4.1197530E-10,0.0000000E+00
1.5670000E+03,-2.7648327E-06,4.1198468E-10,0.0000000E+00
1.5680000E+03,-2.7648343E-06,4.1199407E-10,0.0000000E+00
1.5690000E+03,-2.7648358E-06,4.1200347E-10,0.0000000E+00
1.5700000E+03,-2.7648374E-06,4.1201289E-10,0.0000000E+00
1.5710000E+03,-2.7648389E-06,4.1202231E-10,0.0000000E+00
1.5720000E+03,-2.7648405E-06,4.1203175E-10,0.0000000E+00
1.5730000E+03,-2.7648420E-06,4.1204120E-10,0.0000000E+00
1.5740000E+03,-2.7648436E-06,4.1205067E-10,0.0000000E+00
1.5750000E+03,-2.7648451E-06,4.1206014E-10,0.0000000E+00
1.5760000E+03,-2.7648467E-06,4.1206963E-10,0.0000000E+00
1.5770000E+03,-2.7648482E-06,4.1207913E-10,0.0000000E+00
1.5780000E+03,-2.7648498E-06,4.1208864E-10,0.0000000E+00
1.5790000E+03,-2.7648513E-06,4.1209817E-10,0.0000000E+00
1.5800000E+03,-2.7648529E-06,4.1210770E-10,0.0000000E+00
1.5810000E+03,-2.7648544E-06,4.1211725E-10,0.0000000E+00
1.5820000E+03,-2.7648559E-06,4.1212681E-10,0.0000000E+00
1.5830000E+03,-2.7648575E-06,4.1213638E-10,0.0000000E+00
1.5840000E+03,-2.7648590E-06,4.1214596E-10,0.0000000E+00
1.5850000E+03,-2.7648606E-06,4.1215556E-10,0.0000000E+00
1.5860000E+03,-2.7648621E-06,4.1216517E-10,0.0000000E+00
1.5870000E+03,-2.7648637E-06,4.1217479E-10,0.0000000E+00
1.5880000E+03,-2.7648652E-06,4.1218442E-10,0.0000000E+00
1.5890000E+03,-2.7648668E-06,4.1219407E-10,0.0000000E+00
1.5900000E+03,-2.7648683E-06,4.1220372E-10,0.0000000E+00
1.5910000E+03,-2.7648699E-06,4.1221339E-10,0.0000000E+00
1.5920000E+03,-2.7648714E-06,4.1222307E-10,0.0000000E+00
1.5930000E+03,-2.7648730E-06,4.1223277E-10,0.0000000E+00
1.5940000E+03,-2.7648745E-06,4.1224247E-10,0.0000000E+00
1.5950000E+03,-2.7648761E-06,4.1225219E-10,0.0000000E+00
1.5960000E+03,-2.7648776E-06,4.1226192E-10,0.0000000E+00
1.5970000E+03,-2.7648792E-06,4.1227166E-10,0.0000000E+00
1.5980000E+03,-2.7648807E-06,4.1228142E-10,0.0000000E+00
1.5990000E+03,-2.7648823E-06,4.1229118E-10,0.0000000E+00
1.6000000E+03,-2.7648838E-06,4.1230096E-10,0.0000000E+00
1.6010000E+03,-2.7648854E-06,4.1231075E-10,0.0000000E+00
1.6020000E+03,-2.7648869E-06,4.1232056E-10,0.0000000E+00
1.6030000E+03,-2.7648885E-06,4.1233037E-10,0.0000000E+00
1.6040000E+03,-2.7648900E-06,4.1234020E-10,0.0000000E+00
1.6050000E+03,-2.7648916E-06,4.1235004E-10,0.0000000E+00
1.6060000E+03,-2.7648931E-06,4.1235989E-10,0.0000000E+00
1.6070000E+03,-2.7648947E-06,4.1236975E-10,0.0000000E+00
1.6080000E+03,-2.7648962E-06,4.1237963E-10,0.0000000E+00
1.6090000E+03,-2.7648978E-06,4.1238952E-10,0.0000000E+00
1.6100000E+03,-2.7648993E-06,4.1239942E-10,0.0000000E+00
1.6110000E+03,-2.7649009E-06,4.1240934E-10,0.0000000E+00
1.6120000E+03,-2.7649024E-06,4.1241926E-10,0.0000000E+00
1.6130000E+03,-2.7649040E-06,4.1242920E-10,0.0000000E+00
1.6140000E+03,-2.7649055E-06,4.1243915E-10,0.0000000E+00
1.6150000E+03,-2.7649071E-06,4.1244911E-10,0.0000000E+00
1.6160000E+03,-2.7649086E-06,4.1245909E-10,0.0000000E+00
1.6170000E+03,-2.7649101E-06,4.1246908E-10,0.0000000E+00
1.6180000E+03,-2.7649117E-06,4.1247908E-10,0.0000000E+00
1.6190000E+03,-2.7649132E-06,4.1248909E-10,0.0000000E+00
1.6200000E+03,-2.7649148E-06,4.1249911E-10,0.0000000E+00
1.6210000E+03,-2.7649163E-06,4.1250915E-10,0.0000000E+00
1.6220000E+03,-2.7649179E-06,4.1251920E-10,0.0000000E+00
1.6230000E+03,-2.7649194E-06,4.1252926E-10,0.0000000E+00
1.6240000E+03,-2.7649210E-06,4.1253934E-10,0.0000000E+00
1.6250000E+03,-2.7649225E-06,4.1254942E-10,0.0000000E+00
1.6260000E+03,-2.7649241E-06,4.1255952E-10,0.0000000E+00
1.6270000E+03,-2.7649256E-06,4.1256963E-10,0.0000000E+00
1.6280000E+03,-2.7649272E-06,4.1257976E-10,0.0000000E+00
1.6290000E+03,-2.7649287E-06,4.1258989E-10,0.0000000E+00
1.6300000E+03,-2.7649303E-06,4.1260004E-10,0.0000000E+00
1.6310000E+03,-2.7649318E-06,4.1261020E-10,0.0000000E+00
1.6320000E+03,-2.7649334E-06,4.1262038E-10,0.0000000E+00
1.6330000E+03,-2.7649349E-06,4.1263056E-10,0.0000000E+00
1.6340000E+03,-2.7649365E-06,4.1264076E-10,0.0000000E+00
1.6350000E+03,-2.7649380E-06,4.1265097E-10,0.0000000E+00
1.6360000E+03,-2.7649396E-06,4.1266120E-10,0.0000000E+00
1.6370000E+03,-2.7649411E-06,4.1267143E-10,0.0000000E+00
1.6380000E+03,-2.7649427E-06,4.1268168E-10,0.0000000E+00
1.6390000E+03,-2.7649442E-06,4.1269194E-10,0.0000000E+00
1.6400000E+03,-2.7649457E-06,4.1270222E-10,0.0000000E+00
1.6410000E+03,-2.7649473E-06,4.1271250E-10,0.0000000E+00
1.6420000E+03,-2.7649488E-06,4.1272280E-10,0.0000000E+00
1.6430000E+03,-2.7649504E-06,4.1273311E-10,0.0000000E+00
1.6440000E+03,-2.7649519E-06,4.1274344E-10,0.0000000E+00
1.6450000E+03,-2.7649535E-06,4.1275377E-10,0.0000000E+00
1.6460000E+03,-2.7649550E-06,4.1276412E-10,0.0000000E+00
1.6470000E+03,-2.7649566E-06,4.1277449E-10,0.0000000E+00
1.6480000E+03,-2.7649581E-06,4.1278486E-10,0.0000000E+00
1.6490000E+03,-2.7649597E-06,4.1279525E-10,0.0000000E+00
1.6500000E+03,-2.7649612E-06,4.1280565E-10,0.0000000E+00
1.6510000E+03,-2.7649628E-06,4.1281606E-10,0.0000000E+00
1.6520000E+03,-2.7649643E-06,4.1282648E-10,0.0000000E+00
1.6530000E+03,-2.7649659E-06,4.1283692E-10,0.0000000E+00
1.6540000E+03,-2.7649674E-06,4.1284737E-10,0.0000000E+00
1.6550000E+03,-2.7649690E-06,4.1285783E-10,0.0000000E+00
1.6560000E+03,-2.7649705E-06,4.1286831E-10,0.0000000E+00
1.6570000E+03,-2.7649720E-06,4.1287880E-10,0.0000000E+00
1.6580000E+03,-2.7649736E-06,4.1288930E-10,0.0000000E+00
1.6590000E+03,-2.7649751E-06,4.1289981E-10,0.0000000E+00
1.6600000E+03,-2.7649767E-06,4.1291034E-10,0.0000000E+00
1.6610000E+03,-2.7649782E-06,4.1292088E-10,0.0000000E+00
1.6620000E+03,-2.7649798E-06,4.1293143E-10,0.0000000E+00
1.6630000E+03,-2.7649813E-06,4.1294199E-10,0.0000000E+00
1.6640000E+03,-2.7649829E-06,4.1295257E-10,0.0000000E+00
1.6650000E+03,-2.7649844E-06,4.1296316E-10,0.0000000E+00
1.6660000E+03,-2.7649860E-06,4.1297376E-10,0.0000000E+00
1.6670000E+03,-2.7649875E-06,4.1298437E-10,0.0000000E+00
1.6680000E+03,-2.7649891E-06,4.1299500E-10,0.0000000E+00
1.6690000E+03,-2.7649906E-06,4.1300564E-10,0.0000000E+00
1.6700000E+03,-2.7649922E-06,4.1301630E-10,0.0000000E+00
1.6710000E+03,-2.7649937E-06,4.1302696E-10,0.0000000E+00
1.6720000E+03,-2.7649952E-06,4.1303764E-10,0.0000000E+00
1.6730000E+03,-2.7649968E-06,4.1304833E-10,0.0000000E+00
1.6740000E+03,-2.7649983E-06,4.1305904E-10,0.0000000E+00
1.6750000E+03,-2.7649999E-06,4.1306975E-10,0.0000000E+00
1.6760000E+03,-2.7650014E-06,4.1308048E-10,0.0000000E+00
1.6770000E+03,-2.7650030E-06,4.1309123E-10,0.0000000E+00
1.6780000E+03,-2.7650045E-06,4.1310198E-10,0.0000000E+00
1.6790000E+03,-2.7650061E-06,4.1311275E-10,0.0000000E+00
1.6800000E+03,-2.7650076E-06,4.1312353E-10,0.0000000E+00
1.6810000E+03,-2.7650092E-06,4.1313433E-10,0.0000000E+00
1.6820000E+03,-2.7650107E-06,4.1314513E-10,0.0000000E+00
1.6830000E+03,-2.7650123E-06,4.1315595E-10,0.0000000E+00
1.6840000E+03,-2.7650138E-06,4.1316678E-10,0.0000000E+00
1.6850000E+03,-2.7650154E-06,4.1317763E-10,0.0000000E+00
1.6860000E+03,-2.7650169E-06,4.1318849E-10,0.0000000E+00
1.6870000E+03,-2.7650184E-06,4.1319936E-10,0.0000000E+00
1.6880000E+03,-2.7650200E-06,4.1321024E-10,0.0000000E+00
1.6890000E+03,-2.7650215E-06,4.1322114E-10,0.0000000E+00
1.6900000E+03,-2.7650231E-06,4.1323205E-10,0.0000000E+00
1.6910000E+03,-2.7650246E-06,4.1324297E-10,0.0000000E+00
1.6920000E+03,-2.7650262E-06,4.1325391E-10,0.0000000E+00
1.6930000E+03,-2.7650277E-06,4.1326486E-10,0.0000000E+00
1.6940000E+03,-2.7650293E-06,4.1327582E-10,0.0000000E+00
1.6950000E+03,-2.7650308E-06,4.1328680E-10,0.0000000E+00
1.6960000E+03,-2.7650324E-06,4.1329778E-10,0.0000000E+00
1.6970000E+03,-2.7650339E-06,4.1330878E-10,0.0000000E+00
1.6980000E+03,-2.7650354E-06,4.1331980E-10,0.0000000E+00
1.6990000E+03,-2.7650370E-06,4.1333082E-10,0.0000000E+00
1.7000000E+03,-2.7650385E-06,4.1334186E-10,0.0000000E+00
1.7010000E+03,-2.7650401E-06,4.1335292E-10,0.0000000E+00
1.7020000E+03,-2.7650416E-06,4.1336398E-10,0.0000000E+00
1.7030000E+03,-2.7650432E-06,4.1337506E-10,0.0000000E+00
1.7040000E+03,-2.7650447E-06,4.1338615E-10,0.0000000E+00
1.7050000E+03,-2.7650463E-06,4.1339726E-10,0.0000000E+00
1.7060000E+03,-2.7650478E-06,4.1340837E-10,0.0000000E+00
1.7070000E+03,-2.7650494E-06,4.1341950E-10,0.0000000E+00
1.7080000E+03,-2.7650509E-06,4.1343065E-10,0.0000000E+00
1.7090000E+03,-2.7650524E-06,4.1344180E-10,0.0000000E+00
1.7100000E+03,-2.7650540E-06,4.1345297E-10,0.0000000E+00
1.7110000E+03,-2.7650555E-06,4.1346416E-10,0.0000000E+00
1.7120000E+03,-2.7650571E-06,4.1347535E-10,0.0000000E+00
1.7130000E+03,-2.7650586E-06,4.1348656E-10,0.0000000E+00
1.7140000E+03,-2.7650602E-06,4.1349778E-10,0.0000000E+00
1.7150000E+03,-2.7650617E-06,4.1350902E-10,0.0000000E+00
1.7160000E+03,-2.7650633E-06,4.1352027E-10,0.0000000E+00
1.7170000E+03,-2.7650648E-06,4.1353153E-10,0.0000000E+00
1.7180000E+03,-2.7650664E-06,4.1354280E-10,0.0000000E+00
1.7190000E+03,-2.7650679E-06,4.1355409E-10,0.0000000E+00
1.7200000E+03,-2.7650694E-06,4.1356539E-10,0.0000000E+00
1.7210000E+03,-2.7650710E-06,4.1357671E-10,0.0000000E+00
1.7220000E+03,-2.7650725E-06,4.1358803E-10,0.0000000E+00
1.7230000E+03,-2.7650741E-06,4.1359937E-10,0.0000000E+00
1.7240000E+03,-2.7650756E-06,4.1361073E-10,0.0000000E+00
1.7250000E+03,-2.7650772E-06,4.1362209E-10,0.0000000E+00
1.7260000E+03,-2.7650787E-06,4.1363347E-10,0.0000000E+00
1.7270000E+03,-2.7650803E-06,4.1364487E-10,0.0000000E+00
1.7280000E+03,-2.7650818E-06,4.1365627E-10,0.0000000E+00
1.7290000E+03,-2.7650833E-06,4.1366769E-10,0.0000000E+00
1.7300000E+03,-2.7650849E-06,4.1367913E-10,0.0000000E+00
1.7310000E+03,-2.7650864E-06,4.1369057E-10,0.0000000E+00
1.7320000E+03,-2.7650880E-06,4.1370203E-10,0.0000000E+00
1.7330000E+03,-2.7650895E-06,4.1371350E-10,0.0000000E+00
1.7340000E+03,-2.7650911E-06,4.1372499E-10,0.0000000E+00
1.7350000E+03,-2.7650926E-06,4.1373649E-10,0.0000000E+00
1.7360000E+03,-2.7650942E-06,4.1374800E-10,0.0000000E+00
1.7370000E+03,-2.7650957E-06,4.1375953E-10,0.0000000E+00
1.7380000E+03,-2.7650972E-06,4.1377106E-10,0.0000000E+00
1.7390000E+03,-2.7650988E-06,4.1378262E-10,0.0000000E+00
1.7400000E+03,-2.7651003E-06,4.1379418E-10,0.0000000E+00
1.7410000E+03,-2.7651019E-06,4.1380576E-10,0.0000000E+00
1.7420000E+03,-2.7651034E-06,4.1381735E-10,0.0000000E+00
1.7430000E+03,-2.7651050E-06,4.1382896E-10,0.0000000E+00
1.7440000E+03,-2.7651065E-06,4.1384058E-10,0.0000000E+00
1.7450000E+03,-2.7651081E-06,4.1385221E-10,0.0000000E+00
1.7460000E+03,-2.7651096E-06,4.1386385E-10,0.0000000E+00
1.7470000E+03,-2.7651111E-06,4.1387551E-10,0.0000000E+00
1.7480000E+03,-2.7651127E-06,4.1388718E-10,0.0000000E+00
1.7490000E+03,-2.7651142E-06,4.1389887E-10,0.0000000E+00
1.7500000E+03,-2.7651158E-06,4.1391057E-10,0.0000000E+00
1.7510000E+03,-2.7651173E-06,4.1392228E-10,0.0000000E+00
1.7520000E+03,-2.7651189E-06,4.1393400E-10,0.0000000E+00
1.7530000E+03,-2.7651204E-06,4.1394574E-10,0.0000000E+00
1.7540000E+03,-2.7651220E-06,4.1395750E-10,0.0000000E+00
1.7550000E+03,-2.7651235E-06,4.1396926E-10,0.0000000E+00
1.7560000E+03,-2.7651250E-06,4.1398104E-10,0.0000000E+00
1.7570000E+03,-2.7651266E-06,4.1399283E-10,0.0000000E+00
1.7580000E+03,-2.7651281E-06,4.1400464E-10,0.0000000E+00
1.7590000E+03,-2.7651297E-06,4.1401646E-10,0.0000000E+00
1.7600000E+03,-2.7651312E-06,4.1402829E-10,0.0000000E+00
1.7610000E+03,-2.7651328E-06,4.1404014E-10,0.0000000E+00
1.7620000E+03,-2.7651343E-06,4.1405200E-10,0.0000000E+00
1.7630000E+03,-2.7651358E-06,4.1406387E-10,0.0000000E+00
1.7640000E+03,-2.7651374E-06,4.1407576E-10,0.0000000E+00
1.7650000E+03,-2.7651389E-06,4.1408766E-10,0.0000000E+00
1.7660000E+03,-2.7651405E-06,4.1409957E-10,0.0000000E+00
1.7670000E+03,-2.7651420E-06,4.1411150E-10,0.0000000E+00
1.7680000E+03,-2.7651436E-06,4.1412344E-10,0.0000000E+00
1.7690000E+03,-2.7651451E-06,4.1413539E-10,0.0000000E+00
1.7700000E+03,-2.7651467E-06,4.1414736E-10,0.0000000E+00
1.7710000E+03,-2.7651482E-06,4.1415934E-10,0.0000000E+00
1.7720000E+03,-2.7651497E-06,4.1417133E-10,0.0000000E+00
1.7730000E+03,-2.7651513E-06,4.1418334E-10,0.0000000E+00
1.7740000E+03,-2.7651528E-06,4.1419536E-10,0.0000000E+00
