time,omega_x,omega_y,omega_z
9.9300000E+02,0.0000000E+00,0.0000000E+00,8.0927727E-07
9.9400000E+02,0.0000000E+00,0.0000000E+00,8.1009143E-07
9.9500000E+02,0.0000000E+00,0.0000000E+00,8.1090559E-07
9.9600000E+02,0.0000000E+00,0.0000000E+00,8.1171976E-07
9.9700000E+02,0.0000000E+00,0.0000000E+00,8.1253392E-07
9.9800000E+02,0.0000000E+00,0.0000000E+00,8.1334808E-07
9.9900000E+02,0.0000000E+00,0.0000000E+00,8.1416224E-07
1.0000000E+03,0.0000000E+00,0.0000000E+00,8.1497641E-07
1.0010000E+03,0.0000000E+00,0.0000000E+00,8.1579057E-07
1.0020000E+03,0.0000000E+00,0.0000000E+00,8.1660473E-07
1.0030000E+03,0.0000000E+00,0.0000000E+00,8.1741889E-07
1.0040000E+03,0.0000000E+00,0.0000000E+00,8.1823305E-07
1.0050000E+03,0.0000000E+00,0.0000000E+00,8.1904722E-07
1.0060000E+03,0.0000000E+00,0.0000000E+00,8.1986138E-07
1.0070000E+03,0.0000000E+00,0.0000000E+00,8.2067554E-07
1.0080000E+03,0.0000000E+00,0.0000000E+00,8.2148970E-07
1.0090000E+03,0.0000000E+00,0.0000000E+00,8.2230387E-07
1.0100000E+03,0.0000000E+00,0.0000000E+00,8.2311803E-07
1.0110000E+03,0.0000000E+00,0.0000000E+00,8.2393219E-07
1.0120000E+03,0.0000000E+00,0.0000000E+00,8.2474635E-07
1.0130000E+03,0.0000000E+00,0.0000000E+00,8.2556052E-07
1.0140000E+03,0.0000000E+00,0.0000000E+00,8.2637468E-07
1.0150000E+03,0.0000000E+00,0.0000000E+00,8.2718884E-07
1.0160000E+03,0.0000000E+00,0.0000000E+00,8.2800300E-07
1.0170000E+03,0.0000000E+00,0.0000000E+00,8.2881716E-07
1.0180000E+03,0.0000000E+00,0.0000000E+00,8.2963133E-07
1.0190000E+03,0.0000000E+00,0.0000000E+00,8.3044549E-07
1.0200000E+03,0.0000000E+00,0.0000000E+00,8.3125965E-07
1.0210000E+03,0.0000000E+00,0.0000000E+00,8.3207381E-07
1.0220000E+03,0.0000000E+00,0.0000000E+00,8.3288798E-07
1.0230000E+03,0.0000000E+00,0.0000000E+00,8.3370214E-07
1.0240000E+03,0.0000000E+00,0.0000000E+00,8.3451630E-07
1.0250000E+03,0.0000000E+00,0.0000000E+00,8.3533046E-07
1.0260000E+03,0.0000000E+00,0.0000000E+00,8.3614462E-07
1.0270000E+03,0.0000000E+00,0.0000000E+00,8.3695879E-07
1.0280000E+03,0.0000000E+00,0.0000000E+00,8.3777295E-07
1.0290000E+03,0.0000000E+00,0.0000000E+00,8.3858711E-07
1.0300000E+03,0.0000000E+00,0.0000000E+00,8.3940127E-07
1.0310000E+03,0.0000000E+00,0.0000000E+00,8.4021544E-07
1.0320000E+03,0.0000000E+00,0.0000000E+00,8.4102960E-07
1.0330000E+03,0.0000000E+00,0.0000000E+00,8.4184376E-07
1.0340000E+03,0.0000000E+00,0.0000000E+00,8.4265792E-07
1.0350000E+03,0.0000000E+00,0.0000000E+00,8.4347208E-07
1.0360000E+03,0.0000000E+00,0.0000000E+00,8.4428625E-07
1.0370000E+03,0.0000000E+00,0.0000000E+00,8.4510041E-07
1.0380000E+03,0.0000000E+00,0.0000000E+00,8.4591457E-07
1.0390000E+03,0.0000000E+00,0.0000000E+00,8.4672873E-07
1.0400000E+03,0.0000000E+00,0.0000000E+00,8.4754290E-07
1.0410000E+03,0.0000000E+00,0.0000000E+00,8.4835706E-07
1.0420000E+03,0.0000000E+00,0.0000000E+00,8.4917122E-07
1.0430000E+03,0.0000000E+00,0.0000000E+00,8.4998538E-07
1.0440000E+03,0.0000000E+00,0.0000000E+00,8.5079954E-07
1.0450000E+03,0.0000000E+00,0.0000000E+00,8.5161371E-07
1.0460000E+03,0.0000000E+00,0.0000000E+00,8.5242787E-07
1.0470000E+03,0.0000000E+00,0.0000000E+00,8.5324203E-07
1.0480000E+03,0.0000000E+00,0.0000000E+00,8.5405619E-07
1.0490000E+03,0.0000000E+00,0.0000000E+00,8.5487036E-07
1.0500000E+03,0.0000000E+00,0.0000000E+00,8.5568452E-07
1.0510000E+03,0.0000000E+00,0.0000000E+00,8.5649868E-07
1.0520000E+03,0.0000000E+00,0.0000000E+00,8.5731284E-07
1.0530000E+03,0.0000000E+00,0.0000000E+00,8.5812700E-07
1.0540000E+03,0.0000000E+00,0.0000000E+00,8.5894117E-07
1.0550000E+03,0.0000000E+00,0.0000000E+00,8.5975533E-07
1.0560000E+03,0.0000000E+00,0.0000000E+00,8.6056949E-07
1.0570000E+03,0.0000000E+00,0.0000000E+00,8.6138365E-07
1.0580000E+03,0.0000000E+00,0.0000000E+00,8.6219782E-07
1.0590000E+03,0.0000000E+00,0.0000000E+00,8.6301198E-07
1.0600000E+03,0.0000000E+00,0.0000000E+00,8.6382614E-07
1.0610000E+03,0.0000000E+00,0.0000000E+00,8.6464030E-07
1.0620000E+03,0.0000000E+00,0.0000000E+00,8.6545446E-07
1.0630000E+03,0.0000000E+00,0.0000000E+00,8.6626863E-07
1.0640000E+03,0.0000000E+00,0.0000000E+00,8.6708279E-07
1.0650000E+03,0.0000000E+00,0.0000000E+00,8.6789695E-07
1.0660000E+03,0.0000000E+00,0.0000000E+00,8.6871111E-07
1.0670000E+03,0.0000000E+00,0.0000000E+00,8.6952528E-07
1.0680000E+03,0.0000000E+00,0.0000000E+00,8.7033944E-07
1.0690000E+03,0.0000000E+00,0.0000000E+00,8.7115360E-07
1.0700000E+03,0.0000000E+00,0.0000000E+00,8.7196776E-07
1.0710000E+03,0.0000000E+00,0.0000000E+00,8.7278193E-07
1.0720000E+03,0.0000000E+00,0.0000000E+00,8.7359609E-07
1.0730000E+03,0.0000000E+00,0.0000000E+00,8.7441025E-07
1.0740000E+03,0.0000000E+00,0.0000000E+00,8.7522441E-07
1.0750000E+03,0.0000000E+00,0.0000000E+00,8.7603857E-07
1.0760000E+03,0.0000000E+00,0.0000000E+00,8.7685274E-07
1.0770000E+03,0.0000000E+00,0.0000000E+00,8.7766690E-07
1.0780000E+03,0.0000000E+00,0.0000000E+00,8.7848106E-07
1.0790000E+03,0.0000000E+00,0.0000000E+00,8.7929522E-07
1.0800000E+03,0.0000000E+00,0.0000000E+00,8.8010939E-07
1.0810000E+03,0.0000000E+00,0.0000000E+00,8.8092355E-07
1.0820000E+03,0.0000000E+00,0.0000000E+00,8.8173771E-07
1.0830000E+03,0.0000000E+00,0.0000000E+00,8.8255187E-07
1.0840000E+03,0.0000000E+00,0.0000000E+00,8.8336603E-07
1.0850000E+03,0.0000000E+00,0.0000000E+00,8.8418020E-07
1.0860000E+03,0.0000000E+00,0.0000000E+00,8.8499436E-07
1.0870000E+03,0.0000000E+00,0.0000000E+00,8.8580852E-07
1.0880000E+03,0.0000000E+00,0.0000000E+00,8.8662268E-07
1.0890000E+03,0.0000000E+00,0.0000000E+00,8.8743685E-07
1.0900000E+03,0.0000000E+00,0.0000000E+00,8.8825101E-07
1.0910000E+03,0.0000000E+00,0.0000000E+00,8.8906517E-07
1.0920000E+03,0.0000000E+00,0.0000000E+00,8.8987933E-07
1.0930000E+03,0.0000000E+00,0.0000000E+00,8.9069349E-07
1.0940000E+03,0.0000000E+00,0.0000000E+00,8.9150766E-07
1.0950000E+03,0.0000000E+00,0.0000000E+00,8.9232182E-07
1.0960000E+03,0.0000000E+00,0.0000000E+00,8.9313598E-07
1.0970000E+03,0.0000000E+00,0.0000000E+00,8.9395014E-07
1.0980000E+03,0.0000000E+00,0.0000000E+00,8.9476431E-07
1.0990000E+03,0.0000000E+00,0.0000000E+00,8.9557847E-07
1.1000000E+03,0.0000000E+00,0.0000000E+00,8.9639263E-07
1.1010000E+03,0.0000000E+00,0.0000000E+00,8.9720679E-07
1.1020000E+03,0.0000000E+00,0.0000000E+00,8.9802095E-07
1.1030000E+03,0.0000000E+00,0.0000000E+00,8.9883512E-07
1.1040000E+03,0.0000000E+00,0.0000000E+00,8.9964928E-07
1.1050000E+03,0.0000000E+00,0.0000000E+00,9.0046344E-07
1.1060000E+03,0.0000000E+00,0.0000000E+00,9.0127760E-07
1.1070000E+03,0.0000000E+00,0.0000000E+00,9.0209177E-07
1.1080000E+03,0.0000000E+00,0.0000000E+00,9.0290593E-07
1.1090000E+03,0.0000000E+00,0.0000000E+00,9.0372009E-07
1.1100000E+03,0.0000000E+00,0.0000000E+00,9.0453425E-07
1.1110000E+03,0.0000000E+00,0.0000000E+00,9.0534841E-07
1.1120000E+03,0.0000000E+00,0.0000000E+00,9.0616258E-07
1.1130000E+03,0.0000000E+00,0.0000000E+00,9.0697674E-07
1.1140000E+03,0.0000000E+00,0.0000000E+00,9.0779090E-07
1.1150000E+03,0.0000000E+00,0.0000000E+00,9.0860506E-07
1.1160000E+03,0.0000000E+00,0.0000000E+00,9.0941923E-07
1.1170000E+03,0.0000000E+00,0.0000000E+00,9.1023339E-07
1.1180000E+03,0.0000000E+00,0.0000000E+00,9.1104755E-07
1.1190000E+03,0.0000000E+00,0.0000000E+00,9.1186171E-07
1.1200000E+03,0.0000000E+00,0.0000000E+00,9.1267588E-07
1.1210000E+03,0.0000000E+00,0.0000000E+00,9.1349004E-07
1.1220000E+03,0.0000000E+00,0.0000000E+00,9.1430420E-07
1.1230000E+03,0.0000000E+00,0.0000000E+00,9.1511836E-07
1.1240000E+03,0.0000000E+00,0.0000000E+00,9.1593252E-07
1.1250000E+03,0.0000000E+00,0.0000000E+00,9.1674669E-07
1.1260000E+03,0.0000000E+00,0.0000000E+00,9.1756085E-07
1.1270000E+03,0.0000000E+00,0.0000000E+00,9.1837501E-07
1.1280000E+03,0.0000000E+00,0.0000000E+00,9.1918917E-07
1.1290000E+03,0.0000000E+00,0.0000000E+00,9.2000334E-07
1.1300000E+03,0.0000000E+00,0.0000000E+00,9.2081750E-07
1.1310000E+03,0.0000000E+00,0.0000000E+00,9.2163166E-07
1.1320000E+03,0.0000000E+00,0.0000000E+00,9.2244582E-07
1.1330000E+03,0.0000000E+00,0.0000000E+00,9.2325998E-07
1.1340000E+03,0.0000000E+00,0.0000000E+00,9.2407415E-07
1.1350000E+03,0.0000000E+00,0.0000000E+00,9.2488831E-07
1.1360000E+03,0.0000000E+00,0.0000000E+00,9.2570247E-07
1.1370000E+03,0.0000000E+00,0.0000000E+00,9.2651663E-07
1.1380000E+03,0.0000000E+00,0.0000000E+00,9.2733080E-07
1.1390000E+03,0.0000000E+00,0.0000000E+00,9.2814496E-07
1.1400000E+03,0.0000000E+00,0.0000000E+00,9.2895912E-07
1.1410000E+03,0.0000000E+00,0.0000000E+00,9.2977328E-07
1.1420000E+03,0.0000000E+00,0.0000000E+00,9.3058744E-07
1.1430000E+03,0.0000000E+00,0.0000000E+00,9.3140161E-07
1.1440000E+03,0.0000000E+00,0.0000000E+00,9.3221577E-07
1.1450000E+03,0.0000000E+00,0.0000000E+00,9.3302993E-07
1.1460000E+03,0.0000000E+00,0.0000000E+00,9.3384409E-07
1.1470000E+03,0.0000000E+00,0.0000000E+00,9.3465826E-07
1.1480000E+03,0.0000000E+00,0.0000000E+00,9.3547242E-07
1.1490000E+03,0.0000000E+00,0.0000000E+00,9.3628658E-07
1.1500000E+03,0.0000000E+00,0.0000000E+00,9.3710074E-07
1.1510000E+03,0.0000000E+00,0.0000000E+00,9.3791490E-07
1.1520000E+03,0.0000000E+00,0.0000000E+00,9.3872907E-07
1.1530000E+03,0.0000000E+00,0.0000000E+00,9.3954323E-07
1.1540000E+03,0.0000000E+00,0.0000000E+00,9.4035739E-07
1.1550000E+03,0.0000000E+00,0.0000000E+00,9.4117155E-07
1.1560000E+03,0.0000000E+00,0.0000000E+00,9.4198572E-07
1.1570000E+03,0.0000000E+00,0.0000000E+00,9.4279988E-07
1.1580000E+03,0.0000000E+00,0.0000000E+00,9.4361404E-07
1.1590000E+03,0.0000000E+00,0.0000000E+00,9.4442820E-07
1.1600000E+03,0.0000000E+00,0.0000000E+00,9.4524236E-07
1.1610000E+03,0.0000000E+00,0.0000000E+00,9.4605653E-07
1.1620000E+03,0.0000000E+00,0.0000000E+00,9.4687069E-07
1.1630000E+03,0.0000000E+00,0.0000000E+00,9.4768485E-07
1.1640000E+03,0.0000000E+00,0.0000000E+00,9.4849901E-07
1.1650000E+03,0.0000000E+00,0.0000000E+00,9.4931318E-07
1.1660000E+03,0.0000000E+00,0.0000000E+00,9.5012734E-07
1.1670000E+03,0.0000000E+00,0.0000000E+00,9.5094150E-07
1.1680000E+03,0.0000000E+00,0.0000000E+00,9.5175566E-07
1.1690000E+03,0.0000000E+00,0.0000000E+00,9.5256983E-07
1.1700000E+03,0.0000000E+00,0.0000000E+00,9.5338399E-07
1.1710000E+03,0.0000000E+00,0.0000000E+00,9.5419815E-07
1.1720000E+03,0.0000000E+00,0.0000000E+00,9.5501231E-07
1.1730000E+03,0.0000000E+00,0.0000000E+00,9.5582647E-07
1.1740000E+03,0.0000000E+00,0.0000000E+00,9.5664064E-07
1.1750000E+03,0.0000000E+00,0.0000000E+00,9.5745480E-07
1.1760000E+03,0.0000000E+00,0.0000000E+00,9.5826896E-07
1.1770000E+03,0.0000000E+00,0.0000000E+00,9.5908312E-07
1.1780000E+03,0.0000000E+00,0.0000000E+00,9.5989729E-07
1.1790000E+03,0.0000000E+00,0.0000000E+00,9.6071145E-07
1.1800000E+03,0.0000000E+00,0.0000000E+00,9.6152561E-07
1.1810000E+03,0.0000000E+00,0.0000000E+00,9.6233977E-07
1.1820000E+03,0.0000000E+00,0.0000000E+00,9.6315393E-07
1.1830000E+03,0.0000000E+00,0.0000000E+00,9.6396810E-07
1.1840000E+03,0.0000000E+00,0.0000000E+00,9.6478226E-07
1.1850000E+03,0.0000000E+00,0.0000000E+00,9.6559642E-07
1.1860000E+03,0.0000000E+00,0.0000000E+00,9.6641058E-07
1.1870000E+03,0.0000000E+00,0.0000000E+00,9.6722475E-07
1.1880000E+03,0.0000000E+00,0.0000000E+00,9.6803891E-07
1.1890000E+03,0.0000000E+00,0.0000000E+00,9.6885307E-07
1.1900000E+03,0.0000000E+00,0.0000000E+00,9.6966723E-07
1.1910000E+03,0.0000000E+00,0.0000000E+00,9.7048139E-07
1.1920000E+03,0.0000000E+00,0.0000000E+00,9.7129556E-07
1.1930000E+03,0.0000000E+00,0.0000000E+00,9.7210972E-07
1.1940000E+03,0.0000000E+00,0.0000000E+00,9.7292388E-07
1.1950000E+03,0.0000000E+00,0.0000000E+00,9.7373804E-07
1.1960000E+03,0.0000000E+00,0.0000000E+00,9.7455221E-07
1.1970000E+03,0.0000000E+00,0.0000000E+00,9.7536637E-07
1.1980000E+03,0.0000000E+00,0.0000000E+00,9.7618053E-07
1.1990000E+03,0.0000000E+00,0.0000000E+00,9.7699469E-07
1.2000000E+03,0.0000000E+00,0.0000000E+00,9.7780885E-07
1.2010000E+03,0.0000000E+00,0.0000000E+00,9.7862302E-07
1.2020000E+03,0.0000000E+00,0.0000000E+00,9.7943718E-07
1.2030000E+03,0.0000000E+00,0.0000000E+00,9.8025134E-07
1.2040000E+03,0.0000000E+00,0.0000000E+00,9.8106550E-07
1.2050000E+03,0.0000000E+00,0.0000000E+00,9.8187967E-07
1.2060000E+03,0.0000000E+00,0.0000000E+00,9.8269383E-07
1.2070000E+03,0.0000000E+00,0.0000000E+00,9.8350799E-07
1.2080000E+03,0.0000000E+00,0.0000000E+00,9.8432215E-07
1.2090000E+03,0.0000000E+00,0.0000000E+00,9.8513631E-07
1.2100000E+03,0.0000000E+00,0.0000000E+00,9.8595048E-07
1.2110000E+03,0.0000000E+00,0.0000000E+00,9.8676464E-07
1.2120000E+03,0.0000000E+00,0.0000000E+00,9.8757880E-07
1.2130000E+03,0.0000000E+00,0.0000000E+00,9.8839296E-07
1.2140000E+03,0.0000000E+00,0.0000000E+00,9.8920713E-07
1.2150000E+03,0.0000000E+00,0.0000000E+00,9.9002129E-07
1.2160000E+03,0.0000000E+00,0.0000000E+00,9.9083545E-07
1.2170000E+03,0.0000000E+00,0.0000000E+00,9.9164961E-07
1.2180000E+03,0.0000000E+00,0.0000000E+00,9.9246377E-07
1.2190000E+03,0.0000000E+00,0.0000000E+00,9.9327794E-07
1.2200000E+03,0.0000000E+00,0.0000000E+00,9.9409210E-07
1.2210000E+03,0.0000000E+00,0.0000000E+00,9.9490626E-07
1.2220000E+03,0.0000000E+00,0.0000000E+00,9.9572042E-07
1.2230000E+03,0.0000000E+00,0.0000000E+00,9.9653459E-07
1.2240000E+03,0.0000000E+00,0.0000000E+00,9.9734875E-07
1.2250000E+03,0.0000000E+00,0.0000000E+00,9.9816291E-07
1.2260000E+03,0.0000000E+00,0.0000000E+00,9.9897707E-07
1.2270000E+03,0.0000000E+00,0.0000000E+00,9.9979124E-07
1.2280000E+03,0.0000000E+00,0.0000000E+00,1.0006054E-06
1.2290000E+03,0.0000000E+00,0.0000000E+00,1.0014196E-06
1.2300000E+03,0.0000000E+00,0.0000000E+00,1.0022337E-06
1.2310000E+03,0.0000000E+00,0.0000000E+00,1.0030479E-06
1.2320000E+03,0.0000000E+00,0.0000000E+00,1.0038620E-06
1.2330000E+03,0.0000000E+00,0.0000000E+00,1.0046762E-06
1.2340000E+03,0.0000000E+00,0.0000000E+00,1.0054904E-06
1.2350000E+03,0.0000000E+00,0.0000000E+00,1.0063045E-06
1.2360000E+03,0.0000000E+00,0.0000000E+00,1.0071187E-06
1.2370000E+03,0.0000000E+00,0.0000000E+00,1.0079329E-06
1.2380000E+03,0.0000000E+00,0.0000000E+00,1.0087470E-06
1.2390000E+03,0.0000000E+00,0.0000000E+00,1.0095612E-06
1.2400000E+03,0.0000000E+00,0.0000000E+00,1.0103753E-06
1.2410000E+03,0.0000000E+00,0.0000000E+00,1.0111895E-06
1.2420000E+03,0.0000000E+00,0.0000000E+00,1.0120037E-06
1.2430000E+03,0.0000000E+00,0.0000000E+00,1.0128178E-06
1.2440000E+03,0.0000000E+00,0.0000000E+00,1.0136320E-06
1.2450000E+03,0.0000000E+00,0.0000000E+00,1.0144462E-06
1.2460000E+03,0.0000000E+00,0.0000000E+00,1.0152603E-06
1.2470000E+03,0.0000000E+00,0.0000000E+00,1.0160745E-06
1.2480000E+03,0.0000000E+00,0.0000000E+00,1.0168886E-06
1.2490000E+03,0.0000000E+00,0.0000000E+00,1.0177028E-06
1.2500000E+03,0.0000000E+00,0.0000000E+00,1.0185170E-06
1.2510000E+03,0.0000000E+00,0.0000000E+00,1.0193311E-06
1.2520000E+03,0.0000000E+00,0.0000000E+00,1.0201453E-06
1.2530000E+03,0.0000000E+00,0.0000000E+00,1.0209595E-06
1.2540000E+03,0.0000000E+00,0.0000000E+00,1.0217736E-06
1.2550000E+03,0.0000000E+00,0.0000000E+00,1.0225878E-06
1.2560000E+03,0.0000000E+00,0.0000000E+00,1.0234019E-06
1.2570000E+03,0.0000000E+00,0.0000000E+00,1.0242161E-06
1.2580000E+03,0.0000000E+00,0.0000000E+00,1.0250303E-06
1.2590000E+03,0.0000000E+00,0.0000000E+00,1.0258444E-06
1.2600000E+03,0.0000000E+00,0.0000000E+00,1.0266586E-06
1.2610000E+03,0.0000000E+00,0.0000000E+00,1.0274728E-06
1.2620000E+03,0.0000000E+00,0.0000000E+00,1.0282869E-06
1.2630000E+03,0.0000000E+00,0.0000000E+00,1.0291011E-06
1.2640000E+03,0.0000000E+00,0.0000000E+00,1.0299152E-06
1.2650000E+03,0.0000000E+00,0.0000000E+00,1.0307294E-06
1.2660000E+03,0.0000000E+00,0.0000000E+00,1.0315436E-06
1.2670000E+03,0.0000000E+00,0.0000000E+00,1.0323577E-06
1.2680000E+03,0.0000000E+00,0.0000000E+00,1.0331719E-06
1.2690000E+03,0.0000000E+00,0.0000000E+00,1.0339860E-06
1.2700000E+03,0.0000000E+00,0.0000000E+00,1.0348002E-06
1.2710000E+03,0.0000000E+00,0.0000000E+00,1.0356144E-06
1.2720000E+03,0.0000000E+00,0.0000000E+00,1.0364285E-06
1.2730000E+03,0.0000000E+00,0.0000000E+00,1.0372427E-06
1.2740000E+03,0.0000000E+00,0.0000000E+00,1.0380569E-06
1.2750000E+03,0.0000000E+00,0.0000000E+00,1.0388710E-06
1.2760000E+03,0.0000000E+00,0.0000000E+00,1.0396852E-06
1.2770000E+03,0.0000000E+00,0.0000000E+00,1.0404993E-06
1.2780000E+03,0.0000000E+00,0.0000000E+00,1.0413135E-06
1.2790000E+03,0.0000000E+00,0.0000000E+00,1.0421277E-06
1.2800000E+03,0.0000000E+00,0.0000000E+00,1.0429418E-06
1.2810000E+03,0.0000000E+00,0.0000000E+00,1.0437560E-06
1.2820000E+03,0.0000000E+00,0.0000000E+00,1.0445702E-06
1.2830000E+03,0.0000000E+00,0.0000000E+00,1.0453843E-06
1.2840000E+03,0.0000000E+00,0.0000000E+00,1.0461985E-06
1.2850000E+03,0.0000000E+00,0.0000000E+00,1.0470126E-06
1.2860000E+03,0.0000000E+00,0.0000000E+00,1.0478268E-06
1.2870000E+03,0.0000000E+00,0.0000000E+00,1.0486410E-06
1.2880000E+03,0.0000000E+00,0.0000000E+00,1.0494551E-06
1.2890000E+03,0.0000000E+00,0.0000000E+00,1.0502693E-06
1.2900000E+03,0.0000000E+00,0.0000000E+00,1.0510835E-06
1.2910000E+03,0.0000000E+00,0.0000000E+00,1.0518976E-06
1.2920000E+03,0.0000000E+00,0.0000000E+00,1.0527118E-06
1.2930000E+03,0.0000000E+00,0.0000000E+00,1.0535259E-06
1.2940000E+03,0.0000000E+00,0.0000000E+00,1.0543401E-06
1.2950000E+03,0.0000000E+00,0.0000000E+00,1.0551543E-06
1.2960000E+03,0.0000000E+00,0.0000000E+00,1.0559684E-06
1.2970000E+03,0.0000000E+00,0.0000000E+00,1.0567826E-06
1.2980000E+03,0.0000000E+00,0.0000000E+00,1.0575968E-06
1.2990000E+03,0.0000000E+00,0.0000000E+00,1.0584109E-06
1.3000000E+03,0.0000000E+00,0.0000000E+00,1.0592251E-06
1.3010000E+03,0.0000000E+00,0.0000000E+00,1.0600392E-06
1.3020000E+03,0.0000000E+00,0.0000000E+00,1.0608534E-06
1.3030000E+03,0.0000000E+00,0.0000000E+00,1.0616676E-06
1.3040000E+03,0.0000000E+00,0.0000000E+00,1.0624817E-06
1.3050000E+03,0.0000000E+00,0.0000000E+00,1.0632959E-06
1.3060000E+03,0.0000000E+00,0.0000000E+00,1.0641101E-06
1.3070000E+03,0.0000000E+00,0.0000000E+00,1.0649242E-06
1.3080000E+03,0.0000000E+00,0.0000000E+00,1.0657384E-06
1.3090000E+03,0.0000000E+00,0.0000000E+00,1.0665525E-06
1.3100000E+03,0.0000000E+00,0.0000000E+00,1.0673667E-06
1.3110000E+03,0.0000000E+00,0.0000000E+00,1.0681809E-06
1.3120000E+03,0.0000000E+00,0.0000000E+00,1.0689950E-06
1.3130000E+03,0.0000000E+00,0.0000000E+00,1.0698092E-06
1.3140000E+03,0.0000000E+00,0.0000000E+00,1.0706234E-06
1.3150000E+03,0.0000000E+00,0.0000000E+00,1.0714375E-06
1.3160000E+03,0.0000000E+00,0.0000000E+00,1.0722517E-06
1.3170000E+03,0.0000000E+00,0.0000000E+00,1.0730658E-06
1.3180000E+03,0.0000000E+00,0.0000000E+00,1.0738800E-06
1.3190000E+03,0.0000000E+00,0.0000000E+00,1.0746942E-06
1.3200000E+03,0.0000000E+00,0.0000000E+00,1.0755083E-06
1.3210000E+03,0.0000000E+00,0.0000000E+00,1.0763225E-06
1.3220000E+03,0.0000000E+00,0.0000000E+00,1.0771366E-06
1.3230000E+03,0.0000000E+00,0.0000000E+00,1.0779508E-06
1.3240000E+03,0.0000000E+00,0.0000000E+00,1.0787650E-06
1.3250000E+03,0.0000000E+00,0.0000000E+00,1.0795791E-06
1.3260000E+03,0.0000000E+00,0.0000000E+00,1.0803933E-06
1.3270000E+03,0.0000000E+00,0.0000000E+00,1.0812075E-06
1.3280000E+03,0.0000000E+00,0.0000000E+00,1.0820216E-06
1.3290000E+03,0.0000000E+00,0.0000000E+00,1.0828358E-06
1.3300000E+03,0.0000000E+00,0.0000000E+00,1.0836499E-06
1.3310000E+03,0.0000000E+00,0.0000000E+00,1.0844641E-06
1.3320000E+03,0.0000000E+00,0.0000000E+00,1.0852783E-06
1.3330000E+03,0.0000000E+00,0.0000000E+00,1.0860924E-06
1.3340000E+03,0.0000000E+00,0.0000000E+00,1.0869066E-06
1.3350000E+03,0.0000000E+00,0.0000000E+00,1.0877208E-06
1.3360000E+03,0.0000000E+00,0.0000000E+00,1.0885349E-06
1.3370000E+03,0.0000000E+00,0.0000000E+00,1.0893491E-06
1.3380000E+03,0.0000000E+00,0.0000000E+00,1.0901632E-06
1.3390000E+03,0.0000000E+00,0.0000000E+00,1.0909774E-06
1.3400000E+03,0.0000000E+00,0.0000000E+00,1.0917916E-06
1.3410000E+03,0.0000000E+00,0.0000000E+00,1.0926057E-06
1.3420000E+03,0.0000000E+00,0.0000000E+00,1.0934199E-06
1.3430000E+03,0.0000000E+00,0.0000000E+00,1.0942341E-06
1.3440000E+03,0.0000000E+00,0.0000000E+00,1.0950482E-06
1.3450000E+03,0.0000000E+00,0.0000000E+00,1.0958624E-06
1.3460000E+03,0.0000000E+00,0.0000000E+00,1.0966765E-06
1.3470000E+03,0.0000000E+00,0.0000000E+00,1.0974907E-06
1.3480000E+03,0.0000000E+00,0.0000000E+00,1.0983049E-06
1.3490000E+03,0.0000000E+00,0.0000000E+00,1.0991190E-06
1.3500000E+03,0.0000000E+00,0.0000000E+00,1.0999332E-06
1.3510000E+03,0.0000000E+00,0.0000000E+00,1.1007474E-06
1.3520000E+03,0.0000000E+00,0.0000000E+00,1.1015615E-06
1.3530000E+03,0.0000000E+00,0.0000000E+00,1.1023757E-06
1.3540000E+03,0.0000000E+00,0.0000000E+00,1.1031898E-06
1.3550000E+03,0.0000000E+00,0.0000000E+00,1.1040040E-06
1.3560000E+03,0.0000000E+00,0.0000000E+00,1.1048182E-06
1.3570000E+03,0.0000000E+00,0.0000000E+00,1.1056323E-06
1.3580000E+03,0.0000000E+00,0.0000000E+00,1.1064465E-06
1.3590000E+03,0.0000000E+00,0.0000000E+00,1.1072607E-06
1.3600000E+03,0.0000000E+00,0.0000000E+00,1.1080748E-06
1.3610000E+03,0.0000000E+00,0.0000000E+00,1.1088890E-06
1.3620000E+03,0.0000000E+00,0.0000000E+00,1.1097031E-06
1.3630000E+03,0.0000000E+00,0.0000000E+00,1.1105173E-06
1.3640000E+03,0.0000000E+00,0.0000000E+00,1.1113315E-06
1.3650000E+03,0.0000000E+00,0.0000000E+00,1.1121456E-06
1.3660000E+03,0.0000000E+00,0.0000000E+00,1.1129598E-06
1.3670000E+03,0.0000000E+00,0.0000000E+00,1.1137739E-06
1.3680000E+03,0.0000000E+00,0.0000000E+00,1.1145881E-06
1.3690000E+03,0.0000000E+00,0.0000000E+00,1.1154023E-06
1.3700000E+03,0.0000000E+00,0.0000000E+00,1.1162164E-06
1.3710000E+03,0.0000000E+00,0.0000000E+00,1.1170306E-06
1.3720000E+03,0.0000000E+00,0.0000000E+00,1.1178448E-06
1.3730000E+03,0.0000000E+00,0.0000000E+00,1.1186589E-06
1.3740000E+03,0.0000000E+00,0.0000000E+00,1.1194731E-06
1.3750000E+03,0.0000000E+00,0.0000000E+00,1.1202872E-06
1.3760000E+03,0.0000000E+00,0.0000000E+00,1.1211014E-06
1.3770000E+03,0.0000000E+00,0.0000000E+00,1.1219156E-06
1.3780000E+03,0.0000000E+00,0.0000000E+00,1.1227297E-06
1.3790000E+03,0.0000000E+00,0.0000000E+00,1.1235439E-06
1.3800000E+03,0.0000000E+00,0.0000000E+00,1.1243581E-06
