time,theta,beta,gamma
9.6100000E+02,0.0000000E+00,0.0000000E+00,7.5267834E-04
9.6200000E+02,0.0000000E+00,0.0000000E+00,7.5424479E-04
9.6300000E+02,0.0000000E+00,0.0000000E+00,7.5581286E-04
9.6400000E+02,0.0000000E+00,0.0000000E+00,7.5738257E-04
9.6500000E+02,0.0000000E+00,0.0000000E+00,7.5895390E-04
9.6600000E+02,0.0000000E+00,0.0000000E+00,7.6052686E-04
9.6700000E+02,0.0000000E+00,0.0000000E+00,7.6210145E-04
9.6800000E+02,0.0000000E+00,0.0000000E+00,7.6367767E-04
9.6900000E+02,0.0000000E+00,0.0000000E+00,7.6525552E-04
9.7000000E+02,0.0000000E+00,0.0000000E+00,7.6683499E-04
9.7100000E+02,0.0000000E+00,0.0000000E+00,7.6841610E-04
9.7200000E+02,0.0000000E+00,0.0000000E+00,7.6999883E-04
9.7300000E+02,0.0000000E+00,0.0000000E+00,7.7158319E-04
9.7400000E+02,0.0000000E+00,0.0000000E+00,7.7316917E-04
9.7500000E+02,0.0000000E+00,0.0000000E+00,7.7475679E-04
9.7600000E+02,0.0000000E+00,0.0000000E+00,7.7634604E-04
9.7700000E+02,0.0000000E+00,0.0000000E+00,7.7793691E-04
9.7800000E+02,0.0000000E+00,0.0000000E+00,7.7952941E-04
9.7900000E+02,0.0000000E+00,0.0000000E+00,7.8112354E-04
9.8000000E+02,0.0000000E+00,0.0000000E+00,7.8271930E-04
9.8100000E+02,0.0000000E+00,0.0000000E+00,7.8431668E-04
9.8200000E+02,0.0000000E+00,0.0000000E+00,7.8591570E-04
9.8300000E+02,0.0000000E+00,0.0000000E+00,7.8751634E-04
9.8400000E+02,0.0000000E+00,0.0000000E+00,7.8911861E-04
9.8500000E+02,0.0000000E+00,0.0000000E+00,7.9072251E-04
9.8600000E+02,0.0000000E+00,0.0000000E+00,7.9232804E-04
9.8700000E+02,0.0000000E+00,0.0000000E+00,7.9393520E-04
9.8800000E+02,0.0000000E+00,0.0000000E+00,7.9554398E-04
9.8900000E+02,0.0000000E+00,0.0000000E+00,7.9715439E-04
9.9000000E+02,0.0000000E+00,0.0000000E+00,7.9876644E-04
9.9100000E+02,0.0000000E+00,0.0000000E+00,8.0038011E-04
9.9200000E+02,0.0000000E+00,0.0000000E+00,8.0199540E-04
9.9300000E+02,0.0000000E+00,0.0000000E+00,8.0361233E-04
9.9400000E+02,0.0000000E+00,0.0000000E+00,8.0523088E-04
9.9500000E+02,0.0000000E+00,0.0000000E+00,8.0685107E-04
9.9600000E+02,0.0000000E+00,0.0000000E+00,8.0847288E-04
9.9700000E+02,0.0000000E+00,0.0000000E+00,8.1009632E-04
9.9800000E+02,0.0000000E+00,0.0000000E+00,8.1172139E-04
9.9900000E+02,0.0000000E+00,0.0000000E+00,8.1334808E-04
1.0000000E+03,0.0000000E+00,0.0000000E+00,8.1497641E-04
1.0010000E+03,0.0000000E+00,0.0000000E+00,8.1660636E-04
1.0020000E+03,0.0000000E+00,0.0000000E+00,8.1823794E-04
1.0030000E+03,0.0000000E+00,0.0000000E+00,8.1987115E-04
1.0040000E+03,0.0000000E+00,0.0000000E+00,8.2150599E-04
1.0050000E+03,0.0000000E+00,0.0000000E+00,8.2314245E-04
1.0060000E+03,0.0000000E+00,0.0000000E+00,8.2478055E-04
1.0070000E+03,0.0000000E+00,0.0000000E+00,8.2642027E-04
1.0080000E+03,0.0000000E+00,0.0000000E+00,8.2806162E-04
1.0090000E+03,0.0000000E+00,0.0000000E+00,8.2970460E-04
1.0100000E+03,0.0000000E+00,0.0000000E+00,8.3134921E-04
1.0110000E+03,0.0000000E+00,0.0000000E+00,8.3299544E-04
1.0120000E+03,0.0000000E+00,0.0000000E+00,8.3464331E-04
1.0130000E+03,0.0000000E+00,0.0000000E+00,8.3629280E-04
1.0140000E+03,0.0000000E+00,0.0000000E+00,8.3794392E-04
1.0150000E+03,0.0000000E+00,0.0000000E+00,8.3959667E-04
1.0160000E+03,0.0000000E+00,0.0000000E+00,8.4125105E-04
1.0170000E+03,0.0000000E+00,0.0000000E+00,8.4290706E-04
1.0180000E+03,0.0000000E+00,0.0000000E+00,8.4456469E-04
1.0190000E+03,0.0000000E+00,0.0000000E+00,8.4622395E-04
1.0200000E+03,0.0000000E+00,0.0000000E+00,8.4788484E-04
1.0210000E+03,0.0000000E+00,0.0000000E+00,8.4954736E-04
1.0220000E+03,0.0000000E+00,0.0000000E+00,8.5121151E-04
1.0230000E+03,0.0000000E+00,0.0000000E+00,8.5287729E-04
1.0240000E+03,0.0000000E+00,0.0000000E+00,8.5454469E-04
1.0250000E+03,0.0000000E+00,0.0000000E+00,8.5621372E-04
1.0260000E+03,0.0000000E+00,0.0000000E+00,8.5788438E-04
1.0270000E+03,0.0000000E+00,0.0000000E+00,8.5955667E-04
1.0280000E+03,0.0000000E+00,0.0000000E+00,8.6123059E-04
1.0290000E+03,0.0000000E+00,0.0000000E+00,8.6290614E-04
1.0300000E+03,0.0000000E+00,0.0000000E+00,8.6458331E-04
1.0310000E+03,0.0000000E+00,0.0000000E+00,8.6626211E-04
1.0320000E+03,0.0000000E+00,0.0000000E+00,8.6794254E-04
1.0330000E+03,0.0000000E+00,0.0000000E+00,8.6962460E-04
1.0340000E+03,0.0000000E+00,0.0000000E+00,8.7130829E-04
1.0350000E+03,0.0000000E+00,0.0000000E+00,8.7299361E-04
1.0360000E+03,0.0000000E+00,0.0000000E+00,8.7468055E-04
1.0370000E+03,0.0000000E+00,0.0000000E+00,8.7636912E-04
1.0380000E+03,0.0000000E+00,0.0000000E+00,8.7805932E-04
1.0390000E+03,0.0000000E+00,0.0000000E+00,8.7975115E-04
1.0400000E+03,0.0000000E+00,0.0000000E+00,8.8144461E-04
1.0410000E+03,0.0000000E+00,0.0000000E+00,8.8313970E-04
1.0420000E+03,0.0000000E+00,0.0000000E+00,8.8483641E-04
1.0430000E+03,0.0000000E+00,0.0000000E+00,8.8653475E-04
1.0440000E+03,0.0000000E+00,0.0000000E+00,8.8823472E-04
1.0450000E+03,0.0000000E+00,0.0000000E+00,8.8993632E-04
1.0460000E+03,0.0000000E+00,0.0000000E+00,8.9163955E-04
1.0470000E+03,0.0000000E+00,0.0000000E+00,8.9334441E-04
1.0480000E+03,0.0000000E+00,0.0000000E+00,8.9505089E-04
1.0490000E+03,0.0000000E+00,0.0000000E+00,8.9675900E-04
1.0500000E+03,0.0000000E+00,0.0000000E+00,8.9846874E-04
1.0510000E+03,0.0000000E+00,0.0000000E+00,9.0018011E-04
1.0520000E+03,0.0000000E+00,0.0000000E+00,9.0189311E-04
1.0530000E+03,0.0000000E+00,0.0000000E+00,9.0360774E-04
1.0540000E+03,0.0000000E+00,0.0000000E+00,9.0532399E-04
1.0550000E+03,0.0000000E+00,0.0000000E+00,9.0704187E-04
1.0560000E+03,0.0000000E+00,0.0000000E+00,9.0876138E-04
1.0570000E+03,0.0000000E+00,0.0000000E+00,9.1048252E-04
1.0580000E+03,0.0000000E+00,0.0000000E+00,9.1220529E-04
1.0590000E+03,0.0000000E+00,0.0000000E+00,9.1392968E-04
1.0600000E+03,0.0000000E+00,0.0000000E+00,9.1565571E-04
1.0610000E+03,0.0000000E+00,0.0000000E+00,9.1738336E-04
1.0620000E+03,0.0000000E+00,0.0000000E+00,9.1911264E-04
1.0630000E+03,0.0000000E+00,0.0000000E+00,9.2084355E-04
1.0640000E+03,0.0000000E+00,0.0000000E+00,9.2257609E-04
1.0650000E+03,0.0000000E+00,0.0000000E+00,9.2431025E-04
1.0660000E+03,0.0000000E+00,0.0000000E+00,9.2604605E-04
1.0670000E+03,0.0000000E+00,0.0000000E+00,9.2778347E-04
1.0680000E+03,0.0000000E+00,0.0000000E+00,9.2952252E-04
1.0690000E+03,0.0000000E+00,0.0000000E+00,9.3126320E-04
1.0700000E+03,0.0000000E+00,0.0000000E+00,9.3300551E-04
1.0710000E+03,0.0000000E+00,0.0000000E+00,9.3474944E-04
1.0720000E+03,0.0000000E+00,0.0000000E+00,9.3649501E-04
1.0730000E+03,0.0000000E+00,0.0000000E+00,9.3824220E-04
1.0740000E+03,0.0000000E+00,0.0000000E+00,9.3999102E-04
1.0750000E+03,0.0000000E+00,0.0000000E+00,9.4174147E-04
1.0760000E+03,0.0000000E+00,0.0000000E+00,9.4349354E-04
1.0770000E+03,0.0000000E+00,0.0000000E+00,9.4524725E-04
1.0780000E+03,0.0000000E+00,0.0000000E+00,9.4700258E-04
1.0790000E+03,0.0000000E+00,0.0000000E+00,9.4875955E-04
1.0800000E+03,0.0000000E+00,0.0000000E+00,9.5051814E-04
1.0810000E+03,0.0000000E+00,0.0000000E+00,9.5227835E-04
1.0820000E+03,0.0000000E+00,0.0000000E+00,9.5404020E-04
1.0830000E+03,0.0000000E+00,0.0000000E+00,9.5580368E-04
1.0840000E+03,0.0000000E+00,0.0000000E+00,9.5756878E-04
1.0850000E+03,0.0000000E+00,0.0000000E+00,9.5933551E-04
1.0860000E+03,0.0000000E+00,0.0000000E+00,9.6110387E-04
1.0870000E+03,0.0000000E+00,0.0000000E+00,9.6287386E-04
1.0880000E+03,0.0000000E+00,0.0000000E+00,9.6464548E-04
1.0890000E+03,0.0000000E+00,0.0000000E+00,9.6641872E-04
1.0900000E+03,0.0000000E+00,0.0000000E+00,9.6819360E-04
1.0910000E+03,0.0000000E+00,0.0000000E+00,9.6997010E-04
1.0920000E+03,0.0000000E+00,0.0000000E+00,9.7174823E-04
1.0930000E+03,0.0000000E+00,0.0000000E+00,9.7352799E-04
1.0940000E+03,0.0000000E+00,0.0000000E+00,9.7530938E-04
1.0950000E+03,0.0000000E+00,0.0000000E+00,9.7709239E-04
1.0960000E+03,0.0000000E+00,0.0000000E+00,9.7887704E-04
1.0970000E+03,0.0000000E+00,0.0000000E+00,9.8066331E-04
1.0980000E+03,0.0000000E+00,0.0000000E+00,9.8245121E-04
1.0990000E+03,0.0000000E+00,0.0000000E+00,9.8424074E-04
1.1000000E+03,0.0000000E+00,0.0000000E+00,9.8603189E-04
1.1010000E+03,0.0000000E+00,0.0000000E+00,9.8782468E-04
1.1020000E+03,0.0000000E+00,0.0000000E+00,9.8961909E-04
1.1030000E+03,0.0000000E+00,0.0000000E+00,9.9141513E-04
1.1040000E+03,0.0000000E+00,0.0000000E+00,9.9321280E-04
1.1050000E+03,0.0000000E+00,0.0000000E+00,9.9501210E-04
1.1060000E+03,0.0000000E+00,0.0000000E+00,9.9681303E-04
1.1070000E+03,0.0000000E+00,0.0000000E+00,9.9861558E-04
1.1080000E+03,0.0000000E+00,0.0000000E+00,1.0004198E-03
1.1090000E+03,0.0000000E+00,0.0000000E+00,1.0022256E-03
1.1100000E+03,0.0000000E+00,0.0000000E+00,1.0040330E-03
1.1110000E+03,0.0000000E+00,0.0000000E+00,1.0058421E-03
1.1120000E+03,0.0000000E+00,0.0000000E+00,1.0076528E-03
1.1130000E+03,0.0000000E+00,0.0000000E+00,1.0094651E-03
1.1140000E+03,0.0000000E+00,0.0000000E+00,1.0112791E-03
1.1150000E+03,0.0000000E+00,0.0000000E+00,1.0130946E-03
1.1160000E+03,0.0000000E+00,0.0000000E+00,1.0149119E-03
1.1170000E+03,0.0000000E+00,0.0000000E+00,1.0167307E-03
1.1180000E+03,0.0000000E+00,0.0000000E+00,1.0185512E-03
1.1190000E+03,0.0000000E+00,0.0000000E+00,1.0203733E-03
1.1200000E+03,0.0000000E+00,0.0000000E+00,1.0221970E-03
1.1210000E+03,0.0000000E+00,0.0000000E+00,1.0240223E-03
1.1220000E+03,0.0000000E+00,0.0000000E+00,1.0258493E-03
1.1230000E+03,0.0000000E+00,0.0000000E+00,1.0276779E-03
1.1240000E+03,0.0000000E+00,0.0000000E+00,1.0295082E-03
1.1250000E+03,0.0000000E+00,0.0000000E+00,1.0313400E-03
1.1260000E+03,0.0000000E+00,0.0000000E+00,1.0331735E-03
1.1270000E+03,0.0000000E+00,0.0000000E+00,1.0350086E-03
1.1280000E+03,0.0000000E+00,0.0000000E+00,1.0368454E-03
1.1290000E+03,0.0000000E+00,0.0000000E+00,1.0386838E-03
1.1300000E+03,0.0000000E+00,0.0000000E+00,1.0405238E-03
1.1310000E+03,0.0000000E+00,0.0000000E+00,1.0423654E-03
1.1320000E+03,0.0000000E+00,0.0000000E+00,1.0442087E-03
1.1330000E+03,0.0000000E+00,0.0000000E+00,1.0460536E-03
1.1340000E+03,0.0000000E+00,0.0000000E+00,1.0479001E-03
1.1350000E+03,0.0000000E+00,0.0000000E+00,1.0497482E-03
1.1360000E+03,0.0000000E+00,0.0000000E+00,1.0515980E-03
1.1370000E+03,0.0000000E+00,0.0000000E+00,1.0534494E-03
1.1380000E+03,0.0000000E+00,0.0000000E+00,1.0553024E-03
1.1390000E+03,0.0000000E+00,0.0000000E+00,1.0571571E-03
1.1400000E+03,0.0000000E+00,0.0000000E+00,1.0590134E-03
1.1410000E+03,0.0000000E+00,0.0000000E+00,1.0608713E-03
1.1420000E+03,0.0000000E+00,0.0000000E+00,1.0627309E-03
1.1430000E+03,0.0000000E+00,0.0000000E+00,1.0645920E-03
1.1440000E+03,0.0000000E+00,0.0000000E+00,1.0664548E-03
1.1450000E+03,0.0000000E+00,0.0000000E+00,1.0683193E-03
1.1460000E+03,0.0000000E+00,0.0000000E+00,1.0701853E-03
1.1470000E+03,0.0000000E+00,0.0000000E+00,1.0720530E-03
1.1480000E+03,0.0000000E+00,0.0000000E+00,1.0739223E-03
1.1490000E+03,0.0000000E+00,0.0000000E+00,1.0757933E-03
1.1500000E+03,0.0000000E+00,0.0000000E+00,1.0776659E-03
1.1510000E+03,0.0000000E+00,0.0000000E+00,1.0795401E-03
1.1520000E+03,0.0000000E+00,0.0000000E+00,1.0814159E-03
1.1530000E+03,0.0000000E+00,0.0000000E+00,1.0832933E-03
1.1540000E+03,0.0000000E+00,0.0000000E+00,1.0851724E-03
1.1550000E+03,0.0000000E+00,0.0000000E+00,1.0870531E-03
1.1560000E+03,0.0000000E+00,0.0000000E+00,1.0889355E-03
1.1570000E+03,0.0000000E+00,0.0000000E+00,1.0908195E-03
1.1580000E+03,0.0000000E+00,0.0000000E+00,1.0927051E-03
1.1590000E+03,0.0000000E+00,0.0000000E+00,1.0945923E-03
1.1600000E+03,0.0000000E+00,0.0000000E+00,1.0964811E-03
1.1610000E+03,0.0000000E+00,0.0000000E+00,1.0983716E-03
1.1620000E+03,0.0000000E+00,0.0000000E+00,1.1002637E-03
1.1630000E+03,0.0000000E+00,0.0000000E+00,1.1021575E-03
1.1640000E+03,0.0000000E+00,0.0000000E+00,1.1040529E-03
1.1650000E+03,0.0000000E+00,0.0000000E+00,1.1059499E-03
1.1660000E+03,0.0000000E+00,0.0000000E+00,1.1078485E-03
1.1670000E+03,0.0000000E+00,0.0000000E+00,1.1097487E-03
1.1680000E+03,0.0000000E+00,0.0000000E+00,1.1116506E-03
1.1690000E+03,0.0000000E+00,0.0000000E+00,1.1135541E-03
1.1700000E+03,0.0000000E+00,0.0000000E+00,1.1154593E-03
1.1710000E+03,0.0000000E+00,0.0000000E+00,1.1173660E-03
1.1720000E+03,0.0000000E+00,0.0000000E+00,1.1192744E-03
1.1730000E+03,0.0000000E+00,0.0000000E+00,1.1211845E-03
1.1740000E+03,0.0000000E+00,0.0000000E+00,1.1230961E-03
1.1750000E+03,0.0000000E+00,0.0000000E+00,1.1250094E-03
1.1760000E+03,0.0000000E+00,0.0000000E+00,1.1269243E-03
1.1770000E+03,0.0000000E+00,0.0000000E+00,1.1288408E-03
1.1780000E+03,0.0000000E+00,0.0000000E+00,1.1307590E-03
1.1790000E+03,0.0000000E+00,0.0000000E+00,1.1326788E-03
1.1800000E+03,0.0000000E+00,0.0000000E+00,1.1346002E-03
1.1810000E+03,0.0000000E+00,0.0000000E+00,1.1365233E-03
1.1820000E+03,0.0000000E+00,0.0000000E+00,1.1384480E-03
1.1830000E+03,0.0000000E+00,0.0000000E+00,1.1403743E-03
1.1840000E+03,0.0000000E+00,0.0000000E+00,1.1423022E-03
1.1850000E+03,0.0000000E+00,0.0000000E+00,1.1442318E-03
1.1860000E+03,0.0000000E+00,0.0000000E+00,1.1461630E-03
1.1870000E+03,0.0000000E+00,0.0000000E+00,1.1480958E-03
1.1880000E+03,0.0000000E+00,0.0000000E+00,1.1500302E-03
1.1890000E+03,0.0000000E+00,0.0000000E+00,1.1519663E-03
1.1900000E+03,0.0000000E+00,0.0000000E+00,1.1539040E-03
1.1910000E+03,0.0000000E+00,0.0000000E+00,1.1558433E-03
1.1920000E+03,0.0000000E+00,0.0000000E+00,1.1577843E-03
1.1930000E+03,0.0000000E+00,0.0000000E+00,1.1597269E-03
1.1940000E+03,0.0000000E+00,0.0000000E+00,1.1616711E-03
1.1950000E+03,0.0000000E+00,0.0000000E+00,1.1636170E-03
1.1960000E+03,0.0000000E+00,0.0000000E+00,1.1655644E-03
1.1970000E+03,0.0000000E+00,0.0000000E+00,1.1675135E-03
1.1980000E+03,0.0000000E+00,0.0000000E+00,1.1694643E-03
1.1990000E+03,0.0000000E+00,0.0000000E+00,1.1714166E-03
1.2000000E+03,0.0000000E+00,0.0000000E+00,1.1733706E-03
1.2010000E+03,0.0000000E+00,0.0000000E+00,1.1753262E-03
1.2020000E+03,0.0000000E+00,0.0000000E+00,1.1772835E-03
1.2030000E+03,0.0000000E+00,0.0000000E+00,1.1792424E-03
1.2040000E+03,0.0000000E+00,0.0000000E+00,1.1812029E-03
1.2050000E+03,0.0000000E+00,0.0000000E+00,1.1831650E-03
1.2060000E+03,0.0000000E+00,0.0000000E+00,1.1851288E-03
1.2070000E+03,0.0000000E+00,0.0000000E+00,1.1870941E-03
1.2080000E+03,0.0000000E+00,0.0000000E+00,1.1890612E-03
1.2090000E+03,0.0000000E+00,0.0000000E+00,1.1910298E-03
1.2100000E+03,0.0000000E+00,0.0000000E+00,1.1930001E-03
1.2110000E+03,0.0000000E+00,0.0000000E+00,1.1949720E-03
1.2120000E+03,0.0000000E+00,0.0000000E+00,1.1969455E-03
1.2130000E+03,0.0000000E+00,0.0000000E+00,1.1989207E-03
1.2140000E+03,0.0000000E+00,0.0000000E+00,1.2008975E-03
1.2150000E+03,0.0000000E+00,0.0000000E+00,1.2028759E-03
1.2160000E+03,0.0000000E+00,0.0000000E+00,1.2048559E-03
1.2170000E+03,0.0000000E+00,0.0000000E+00,1.2068376E-03
1.2180000E+03,0.0000000E+00,0.0000000E+00,1.2088209E-03
1.2190000E+03,0.0000000E+00,0.0000000E+00,1.2108058E-03
1.2200000E+03,0.0000000E+00,0.0000000E+00,1.2127924E-03
1.2210000E+03,0.0000000E+00,0.0000000E+00,1.2147805E-03
1.2220000E+03,0.0000000E+00,0.0000000E+00,1.2167704E-03
1.2230000E+03,0.0000000E+00,0.0000000E+00,1.2187618E-03
1.2240000E+03,0.0000000E+00,0.0000000E+00,1.2207549E-03
1.2250000E+03,0.0000000E+00,0.0000000E+00,1.2227496E-03
1.2260000E+03,0.0000000E+00,0.0000000E+00,1.2247459E-03
1.2270000E+03,0.0000000E+00,0.0000000E+00,1.2267438E-03
1.2280000E+03,0.0000000E+00,0.0000000E+00,1.2287434E-03
1.2290000E+03,0.0000000E+00,0.0000000E+00,1.2307446E-03
1.2300000E+03,0.0000000E+00,0.0000000E+00,1.2327475E-03
1.2310000E+03,0.0000000E+00,0.0000000E+00,1.2347519E-03
1.2320000E+03,0.0000000E+00,0.0000000E+00,1.2367580E-03
1.2330000E+03,0.0000000E+00,0.0000000E+00,1.2387658E-03
1.2340000E+03,0.0000000E+00,0.0000000E+00,1.2407751E-03
1.2350000E+03,0.0000000E+00,0.0000000E+00,1.2427861E-03
1.2360000E+03,0.0000000E+00,0.0000000E+00,1.2447987E-03
1.2370000E+03,0.0000000E+00,0.0000000E+00,1.2468129E-03
1.2380000E+03,0.0000000E+00,0.0000000E+00,1.2488288E-03
1.2390000E+03,0.0000000E+00,0.0000000E+00,1.2508463E-03
1.2400000E+03,0.0000000E+00,0.0000000E+00,1.2528654E-03
1.2410000E+03,0.0000000E+00,0.0000000E+00,1.2548862E-03
1.2420000E+03,0.0000000E+00,0.0000000E+00,1.2569086E-03
1.2430000E+03,0.0000000E+00,0.0000000E+00,1.2589326E-03
1.2440000E+03,0.0000000E+00,0.0000000E+00,1.2609582E-03
1.2450000E+03,0.0000000E+00,0.0000000E+00,1.2629855E-03
1.2460000E+03,0.0000000E+00,0.0000000E+00,1.2650144E-03
1.2470000E+03,0.0000000E+00,0.0000000E+00,1.2670449E-03
1.2480000E+03,0.0000000E+00,0.0000000E+00,1.2690770E-03
1.2490000E+03,0.0000000E+00,0.0000000E+00,1.2711108E-03
1.2500000E+03,0.0000000E+00,0.0000000E+00,1.2731462E-03
1.2510000E+03,0.0000000E+00,0.0000000E+00,1.2751832E-03
1.2520000E+03,0.0000000E+00,0.0000000E+00,1.2772219E-03
1.2530000E+03,0.0000000E+00,0.0000000E+00,1.2792622E-03
1.2540000E+03,0.0000000E+00,0.0000000E+00,1.2813041E-03
1.2550000E+03,0.0000000E+00,0.0000000E+00,1.2833477E-03
1.2560000E+03,0.0000000E+00,0.0000000E+00,1.2853928E-03
1.2570000E+03,0.0000000E+00,0.0000000E+00,1.2874396E-03
1.2580000E+03,0.0000000E+00,0.0000000E+00,1.2894881E-03
1.2590000E+03,0.0000000E+00,0.0000000E+00,1.2915381E-03
1.2600000E+03,0.0000000E+00,0.0000000E+00,1.2935898E-03
1.2610000E+03,0.0000000E+00,0.0000000E+00,1.2956431E-03
1.2620000E+03,0.0000000E+00,0.0000000E+00,1.2976981E-03
1.2630000E+03,0.0000000E+00,0.0000000E+00,1.2997547E-03
1.2640000E+03,0.0000000E+00,0.0000000E+00,1.3018129E-03
1.2650000E+03,0.0000000E+00,0.0000000E+00,1.3038727E-03
1.2660000E+03,0.0000000E+00,0.0000000E+00,1.3059342E-03
1.2670000E+03,0.0000000E+00,0.0000000E+00,1.3079972E-03
1.2680000E+03,0.0000000E+00,0.0000000E+00,1.3100620E-03
1.2690000E+03,0.0000000E+00,0.0000000E+00,1.3121283E-03
1.2700000E+03,0.0000000E+00,0.0000000E+00,1.3141963E-03
1.2710000E+03,0.0000000E+00,0.0000000E+00,1.3162659E-03
1.2720000E+03,0.0000000E+00,0.0000000E+00,1.3183371E-03
1.2730000E+03,0.0000000E+00,0.0000000E+00,1.3204100E-03
1.2740000E+03,0.0000000E+00,0.0000000E+00,1.3224844E-03
1.2750000E+03,0.0000000E+00,0.0000000E+00,1.3245606E-03
1.2760000E+03,0.0000000E+00,0.0000000E+00,1.3266383E-03
1.2770000E+03,0.0000000E+00,0.0000000E+00,1.3287177E-03
1.2780000E+03,0.0000000E+00,0.0000000E+00,1.3307987E-03
1.2790000E+03,0.0000000E+00,0.0000000E+00,1.3328813E-03
1.2800000E+03,0.0000000E+00,0.0000000E+00,1.3349655E-03
1.2810000E+03,0.0000000E+00,0.0000000E+00,1.3370514E-03
1.2820000E+03,0.0000000E+00,0.0000000E+00,1.3391389E-03
1.2830000E+03,0.0000000E+00,0.0000000E+00,1.3412281E-03
1.2840000E+03,0.0000000E+00,0.0000000E+00,1.3433189E-03
1.2850000E+03,0.0000000E+00,0.0000000E+00,1.3454112E-03
1.2860000E+03,0.0000000E+00,0.0000000E+00,1.3475053E-03
1.2870000E+03,0.0000000E+00,0.0000000E+00,1.3496009E-03
1.2880000E+03,0.0000000E+00,0.0000000E+00,1.3516982E-03
1.2890000E+03,0.0000000E+00,0.0000000E+00,1.3537971E-03
1.2900000E+03,0.0000000E+00,0.0000000E+00,1.3558977E-03
1.2910000E+03,0.0000000E+00,0.0000000E+00,1.3579998E-03
1.2920000E+03,0.0000000E+00,0.0000000E+00,1.3601036E-03
1.2930000E+03,0.0000000E+00,0.0000000E+00,1.3622090E-03
1.2940000E+03,0.0000000E+00,0.0000000E+00,1.3643161E-03
1.2950000E+03,0.0000000E+00,0.0000000E+00,1.3664248E-03
1.2960000E+03,0.0000000E+00,0.0000000E+00,1.3685351E-03
1.2970000E+03,0.0000000E+00,0.0000000E+00,1.3706470E-03
1.2980000E+03,0.0000000E+00,0.0000000E+00,1.3727606E-03
1.2990000E+03,0.0000000E+00,0.0000000E+00,1.3748758E-03
1.3000000E+03,0.0000000E+00,0.0000000E+00,1.3769926E-03
1.3010000E+03,0.0000000E+00,0.0000000E+00,1.3791111E-03
1.3020000E+03,0.0000000E+00,0.0000000E+00,1.3812311E-03
1.3030000E+03,0.0000000E+00,0.0000000E+00,1.3833528E-03
1.3040000E+03,0.0000000E+00,0.0000000E+00,1.3854762E-03
1.3050000E+03,0.0000000E+00,0.0000000E+00,1.3876011E-03
1.3060000E+03,0.0000000E+00,0.0000000E+00,1.3897277E-03
1.3070000E+03,0.0000000E+00,0.0000000E+00,1.3918559E-03
1.3080000E+03,0.0000000E+00,0.0000000E+00,1.3939858E-03
1.3090000E+03,0.0000000E+00,0.0000000E+00,1.3961173E-03
1.3100000E+03,0.0000000E+00,0.0000000E+00,1.3982504E-03
1.3110000E+03,0.0000000E+00,0.0000000E+00,1.4003851E-03
1.3120000E+03,0.0000000E+00,0.0000000E+00,1.4025215E-03
1.3130000E+03,0.0000000E+00,0.0000000E+00,1.4046595E-03
1.3140000E+03,0.0000000E+00,0.0000000E+00,1.4067991E-03
1.3150000E+03,0.0000000E+00,0.0000000E+00,1.4089403E-03
1.3160000E+03,0.0000000E+00,0.0000000E+00,1.4110832E-03
1.3170000E+03,0.0000000E+00,0.0000000E+00,1.4132277E-03
1.3180000E+03,0.0000000E+00,0.0000000E+00,1.4153738E-03
1.3190000E+03,0.0000000E+00,0.0000000E+00,1.4175216E-03
1.3200000E+03,0.0000000E+00,0.0000000E+00,1.4196710E-03
1.3210000E+03,0.0000000E+00,0.0000000E+00,1.4218220E-03
1.3220000E+03,0.0000000E+00,0.0000000E+00,1.4239746E-03
1.3230000E+03,0.0000000E+00,0.0000000E+00,1.4261289E-03
1.3240000E+03,0.0000000E+00,0.0000000E+00,1.4282848E-03
1.3250000E+03,0.0000000E+00,0.0000000E+00,1.4304424E-03
1.3260000E+03,0.0000000E+00,0.0000000E+00,1.4326015E-03
1.3270000E+03,0.0000000E+00,0.0000000E+00,1.4347623E-03
1.3280000E+03,0.0000000E+00,0.0000000E+00,1.4369247E-03
1.3290000E+03,0.0000000E+00,0.0000000E+00,1.4390888E-03
1.3300000E+03,0.0000000E+00,0.0000000E+00,1.4412544E-03
1.3310000E+03,0.0000000E+00,0.0000000E+00,1.4434217E-03
1.3320000E+03,0.0000000E+00,0.0000000E+00,1.4455907E-03
1.3330000E+03,0.0000000E+00,0.0000000E+00,1.4477612E-03
1.3340000E+03,0.0000000E+00,0.0000000E+00,1.4499334E-03
1.3350000E+03,0.0000000E+00,0.0000000E+00,1.4521072E-03
1.3360000E+03,0.0000000E+00,0.0000000E+00,1.4542827E-03
1.3370000E+03,0.0000000E+00,0.0000000E+00,1.4564597E-03
1.3380000E+03,0.0000000E+00,0.0000000E+00,1.4586384E-03
1.3390000E+03,0.0000000E+00,0.0000000E+00,1.4608187E-03
1.3400000E+03,0.0000000E+00,0.0000000E+00,1.4630007E-03
1.3410000E+03,0.0000000E+00,0.0000000E+00,1.4651843E-03
1.3420000E+03,0.0000000E+00,0.0000000E+00,1.4673695E-03
1.3430000E+03,0.0000000E+00,0.0000000E+00,1.4695563E-03
1.3440000E+03,0.0000000E+00,0.0000000E+00,1.4717448E-03
1.3450000E+03,0.0000000E+00,0.0000000E+00,1.4739349E-03
1.3460000E+03,0.0000000E+00,0.0000000E+00,1.4761266E-03
1.3470000E+03,0.0000000E+00,0.0000000E+00,1.4783200E-03
1.3480000E+03,0.0000000E+00,0.0000000E+00,1.4805150E-03
